ejercicio,ordencompra,fecha,importe,proveedor,dependencia,expediente
2024,5411,12-08-2024,423498.79,NALDO LOMBARDI S.A.,MUSEO DEL PUERTO,Suministro 3017/2024
2024,5414,12-08-2024,64842.0,HAPPINNES,COORD. DE REC. ARTISTICOS,Suministro 5811/2024
2024,5521,16-08-2024,115034.0,LA MOLIENDA,"AGENCIA DE SEGURIDAD, EMERGENCIA Y RESP. INMED",Suministro 5932/2024
2024,5834,29-08-2024,1000000.0,ALAGUIBE VANESA YAMILA,INTENDENCIA,Suministro 6394/2024
2024,2923,10-05-2024,377000.0,ACQUAMANSA,SUBSECRETARIA DE ESPACIOS PUBLICOS,Suministro 3149/2024
2024,2925,10-05-2024,321000.0,JAGER ALEXIS EMANUEL,INSTITUTO CULTURAL MUNICIPAL,Suministro 3312/2024
2024,5187,01-08-2024,1314000.0,COOPERATIVA DE TRABAJO LIBERTAD LIMITADA,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 5216/2024
2024,5196,01-08-2024,496582.12,DISMAR,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 4526/2024
2024,5587,21-08-2024,2578000.0,PLAY TIME,SUBSECRETARIA DE ESPACIOS PUBLICOS,Suministro 4683/2024
2024,5611,21-08-2024,570000.0,CLIMA IDEAL,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 5614/2024
2024,5871,29-08-2024,1320000.0,SOLIS ANA MABEL,CENTRO CAPAC. Y PROMOCION VILLA MIRAMAR,Suministro 5669/2024
2024,5981,29-08-2024,1615672.0,PAGELLA BRISA ABIGAIL,COORD. PROGRAMA ENVION,Suministro 5729/2024
2024,5992,29-08-2024,892400.0,SAVINI CAMILA CELESTE,SEC. DE SALUD,Suministro 6245/2024
2024,6248,03-09-2024,480000.0,PAMPIN MAURO MANUEL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 6119/2024
2024,4825,18-07-2024,3571667.8,AÑOS LUZ,DPTO. ALUMBRADO Y SEMAFORIZACION ESPACIOS PUBLICOS,Resolución 4153/2024
2024,4898,22-07-2024,4830320.0,TRAMA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2719/2024
2024,5036,29-07-2024,566640.0,PANADERIA EL CRISOL,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 5250/2024
2024,5338,08-08-2024,405000.0,TRADCORE,INTENDENCIA,Suministro 5556/2024
2024,5347,08-08-2024,2321743.19,COOPERATIVA DE TRABAJO LAS VILLAS LIMITADA,INSTITUTO DEL DEPORTE,Suministro 5596/2024
2024,5449,13-08-2024,110000.0,TOURN CLAUDIA ELIZABETH,INSTITUTO CULTURAL MUNICIPAL,Suministro 5490/2024
2024,5586,21-08-2024,12952138.69,PATAGONIA SOLUCIONES S.A.,DIRECCION GENERAL DE EDUCACION,Suministro 5831/2024
2024,5590,21-08-2024,8503660.0,FRIGORIFICO SUR S.A.,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 5121/2024
2024,5816,29-08-2024,293280.0,REINHARDT LUCIANA BELEN,OFICINA DE COORDINACION NIDO,Suministro 5757/2024
2024,5851,29-08-2024,862566.92,QUINTANA GABRIELA ANDREA,DIVISION DESARROLLO SOCIAL,Suministro 6220/2024
2024,5931,29-08-2024,2021000.0,MONCADA SOLEDAD ANGELICA,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 5700/2024
2024,5956,29-08-2024,2021000.0,SANCHEZ BARTOLI JULIAN ROBERTO,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 5683/2024
2024,5985,29-08-2024,1270880.0,MENDEZ ANGELICA FABIANA,COORD. PROGRAMA ENVION,Suministro 5739/2024
2024,6538,13-09-2024,220000.0,ECOBAHIA S.A.,INSTITUTO CULTURAL MUNICIPAL,Suministro 6847/2024
2024,6542,13-09-2024,99200.0,IMPRENTA FIORE,INTENDENCIA,Suministro 681/2024
2024,6549,13-09-2024,100000.0,ASESORES DE COMUNICACION,INTENDENCIA,Suministro 6834/2024
2024,7175,04-10-2024,90000.0,LAHITTE & ASOCIADOS,INSTITUTO CULTURAL MUNICIPAL,Suministro 7466/2024
2024,7290,10-10-2024,589874.39,LA LIBRERIA,DIRECCION GRAL. DE POLITICAS SOCIALES,Suministro 7427/2024
2024,7303,10-10-2024,590000.0,DIESEL CATA S.R.L.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7457/2024
2024,7392,16-10-2024,4041500.0,BALEANI EMILIANO ANDRES,DIVISION DESARROLLO SOCIAL,Suministro 7274/2024
2024,7651,28-10-2024,242000.0,OLEOHIDRAULICA BUÑES,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 7684/2024
2024,7717,30-10-2024,1180394.0,BRAVO MICAELA AGUSTINA,CASA DE ABRIGO,Suministro 7402/2024
2024,7790,01-11-2024,18950000.0,COOPERATIVA DE TRABAJO ANCLA BLANCA LIMITADA,INSTITUTO DEL DEPORTE,Suministro 7939/2024
2024,8282,27-11-2024,750756.6,C3I S.A.,DEP. PROC. Y COBRO JUD. DE MULTAS IMPAGAS,Suministro 8220/2024
2024,8292,27-11-2024,10709500.0,EQUIPO GEMICO S.A.,SEC. DE SALUD,Suministro 7321/2024
2024,8294,27-11-2024,6440800.0,DROGUERIA SIS,SEC. DE SALUD,Suministro 7321/2024
2024,8450,04-12-2024,400000.0,"GABY ""LA VOZ SENSUAL DEL TANGO""",INSTITUTO CULTURAL MUNICIPAL,Suministro 8412/2024
2024,8502,04-12-2024,64251.0,PUNTO GRAFICO,BAHIA HUB- ESPACIO CESAR MILSTEIN,Suministro 8683/2024
2024,9037,26-12-2024,3439700.0,DIESEL CATA S.R.L.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 8876/2024
2024,100,16-01-2024,2049700.0,LA CABAÑA,MAMAS CUIDADORAS,Suministro 110/2024
2024,120,17-01-2024,1200000.0,BAHIA FILTROS SRL.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 82/2024
2024,331,31-01-2024,200000.0,CENICCOLA PABLO MARTIN,INSTITUTO DEL DEPORTE,Suministro 519/2024
2024,490,09-02-2024,11843225.05,LASCO CONSTRUCCIONES S.A.,DEP. PROYECTOS Y OBRAS,Suministro 672/2024
2024,494,09-02-2024,53444735.2,TALLERES B J IRRAZABAL S.A.,DEP. PROYECTOS Y OBRAS,Suministro 911/2024
2024,546,15-02-2024,1088989.0,COMSUR S.R.L.,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 1128/2024
2024,604,20-02-2024,83300.0,LIBRERIA DON BOSCO,SEC. DE SALUD,Suministro 366/2024
2024,638,21-02-2024,180000.0,PAMPIN MAURO MANUEL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 477/2024
2024,640,21-02-2024,250000.0,CONTROL SERVICE,DEP. ADMINISTRACION DE PERSONAL,Suministro 852/2024
2024,1526,14-03-2024,1066500.0,NIXEL COMPUTACION,DIRECCION GENERAL DE DERECHOS HUMANOS,Resolución 1564/2024
2024,1619,19-03-2024,1005640.38,PEINADO LUIS ALBERTO,DEP. ELECTRICIDAD Y MECANICA,Suministro 173/2024
2024,1624,19-03-2024,1560000.0,ACQUAMANSA,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 1785/2024
2024,2126,09-04-2024,2184959.0,COINCE BAHIA S.A.,SUBSECRETARIA DE MANTENIMIENTO,Suministro 2076/2024
2024,2132,09-04-2024,6896213.95,COINCE BAHIA S.A.,DEP. VIALIDAD,Suministro 157/2024
2024,2180,10-04-2024,848500.0,EMBRAGUES ALESS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2208/2024
2024,2205,11-04-2024,560000.0,ACUÑA AGUSTIN ERNESTO,DIRECCION GENERAL DE EDUCACION,Suministro 2480/2024
2024,2206,11-04-2024,63000.0,FERNANDEZ AGUSTINA,DIRECCION GENERAL DE EDUCACION,Suministro 2359/2024
2024,2241,11-04-2024,840054.6,EMSICA SRL,BROMATOLOGIA Y  PROTECC. SALUD,Suministro 2026/2024
2024,2866,08-05-2024,223914.7,NITRAM S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2817/2024
2024,2867,08-05-2024,541800.0,JD REPUESTOS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2817/2024
2024,2933,13-05-2024,2296162.5,DISPROAL,OFICINA DEPOSITO Y LOGISTICA,Suministro 3197/2024
2024,3038,16-05-2024,235800.0,REPUESTOS LASPIUR,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 3399/2024
2024,3304,27-05-2024,61395.57,CASA BERNABE SCA,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 2787/2024
2024,3958,06-06-2024,7019652.62,REPUESTOS MAYO,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 2537/2024
2024,4037,11-06-2024,529856.83,TALLERES B J IRRAZABAL S.A.,DEP. PROYECTOS Y OBRAS,Suministro 3621/2024
2024,4086,13-06-2024,23401.16,AÑOS LUZ,SEC. DE SALUD,Suministro 4035/2024
2024,4087,13-06-2024,125000.0,SITELEC S.A.,SEC. DE SALUD,Suministro 4035/2024
2024,4103,13-06-2024,274615.1,KBYTE COMPUTACION,TRIBUNAL DE FALTAS,Suministro 3594/2024
2024,4191,19-06-2024,331500.0,LUONGO CRISTALES,VETERINARIA Y ZOONOSIS,Suministro 4119/2024
2024,4601,05-07-2024,200000.0,LAUDANI MARIANA,DPTO. SALUD MENTAL Y ADICCIONES,Suministro 4871/2024
2024,4797,17-07-2024,67540.0,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,DIRECCION GENERAL DE EDUCACION,Suministro 3206/2024
2024,3893,04-06-2024,1580569.9,LA MOLIENDA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 2904/2024
2024,3899,04-06-2024,29495.0,PINTURERIA FERNANDEZ,SEC. DE SALUD,Suministro 3671/2024
2024,4073,13-06-2024,300197.9,CUATRO ESTACIONES B.B.,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Resolución 1856/2024
2024,4958,25-07-2024,135972.54,EMSICA SRL,BROMATOLOGIA Y  PROTECC. SALUD,Suministro 5047/2024
2024,4961,25-07-2024,887051.52,EMSICA SRL,DIRECCION GRAL. DE FISCALIZACION,Suministro 5064/2024
2024,5234,05-08-2024,605600.0,PANADERIA LA NUEVA ESPIGA,DIVISION DESARROLLO SOCIAL,Suministro 5190/2024
2024,5426,13-08-2024,104800.0,JD REPUESTOS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5375/2024
2024,5429,13-08-2024,1302830.0,REPUESTOS TATO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5375/2024
2024,5757,27-08-2024,187503.75,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,SEC. DE SALUD,Suministro 5918/2024
2024,6118,30-08-2024,2201618.0,GOMEZ MONICA VANESA,CASA DE ABRIGO II,Suministro 5613/2024
2024,6166,30-08-2024,210000.0,TRANSPORTE RAP DE LANGE DANTE RAUL,INSTITUTO CULTURAL MUNICIPAL,Suministro 6371/2024
2024,6174,30-08-2024,967010.0,QUEVEDO EMANUEL ERNESTO,MUSEO HISTORICO,Resolución 6456/2024
2024,6610,17-09-2024,1103866.0,LIBRERIA DEL COLEGIO,OFICINA DE COMPRAS,Suministro 6023/2024
2024,6611,17-09-2024,279500.0,DIAGRAMA S.R.L.,OFICINA DE COMPRAS,Suministro 6023/2024
2024,6613,17-09-2024,257558.0,LIBRERIA DON BOSCO,OFICINA DE COMPRAS,Suministro 6023/2024
2024,6662,20-09-2024,2057000.0,TECMAR,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 6439/2024
2024,6912,27-09-2024,1500000.0,LA BRUJULA 24,H.C.D.,Suministro 7168/2024
2024,6992,30-09-2024,2722500.0,CONTROL LAB,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 6433/2024
2024,7007,30-09-2024,50324.56,PINTURERIAS ADN,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 6938/2024
2024,7026,30-09-2024,9000000.0,COOPERATIVA DE TRABAJO LA SERENATA LTDA.,INSTITUTO CULTURAL MUNICIPAL,Suministro 7323/2024
2024,7531,23-10-2024,206668.8,CEDEÑO ARAUZ ALBIN NELSON,INSTITUTO CULTURAL MUNICIPAL,Suministro 7704/2024
2024,7589,24-10-2024,837400.0,RIGAL JUAN CRUZ,DEPARTAMENTO CONSERVACION VIAL,Suministro 7380/2024
2024,7597,25-10-2024,72726.8,SANCOR COOPERATIVA DE SEGUROS LIMITADA,DIRECCION DE TURISMO,Suministro 5802/2024
2024,7880,07-11-2024,473655.29,CODIMAT S.A.,SUBSECRETARIA DE HABITAT,Suministro 6538/2024
2024,7905,07-11-2024,81900.0,RIEGOS PIGUE S.R.L.,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 7893/2024
2024,7968,12-11-2024,717717.49,CODIMAT S.A.,SUBSECRETARIA DE HABITAT,Suministro 6820/2024
2024,8474,04-12-2024,54000.0,TROFEOS OROS,H.C.D.,Suministro 8292/2024
2024,8531,05-12-2024,494000.0,SELLOS MARIANI,DEPARTAMENTO CONTROL Y FISCALIZ AMBIENTAL,Suministro 8155/2024
2024,191,29-01-2024,222150.0,OLEOHIDRAULICA ELOY J COLANTONIO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 208/2024
2024,471,09-02-2024,102490.0,FERRETERIA CENTRO,SUBSECRETARIA DE HABITAT,Suministro 923/2024
2024,474,09-02-2024,618800.0,CARLOS GASTINEL Y CIA SRL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 254/2024
2024,478,09-02-2024,440420.0,AUTOSSAN S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 359/2024
2024,522,09-02-2024,1225000.0,AZCONA MAXIMILIANO,"AGENCIA INNOVACION, DES PROD Y URBANISMO",Suministro 263/2024
2024,533,15-02-2024,411922.5,MEDICI JULIANA AILEM,DIRECCION GENERAL DE EDUCACION,Suministro 1092/2024
2024,534,15-02-2024,287472.0,RADIOGRAFICA AUSTRAL S.A.,SEC. DE SALUD,Suministro 968/2024
2024,1292,05-03-2024,392000.0,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,SEC. DE SALUD,Suministro 1446/2024
2024,1831,26-03-2024,300000.0,LUIS CANO COMUNICACION Y MEDIOS,H.C.D.,Suministro 2090/2024
2024,1832,26-03-2024,450000.0,LUIS CANO COMUNICACION Y MEDIOS,H.C.D.,Suministro 2092/2024
2024,2183,10-04-2024,490500.0,PITAGORAS,INSTITUTO CULTURAL MUNICIPAL,Suministro 2305/2024
2024,2190,10-04-2024,1871000.0,LABORATORIO DENTAL PABLO JUAIRE,SEC. DE SALUD,Suministro 2445/2024
2024,2252,12-04-2024,30000.0,INTEGRAL ABC CERRAJERIA,OFICINA DE COORDINACION NIDO,Suministro 2540/2024
2024,2255,12-04-2024,369531.14,CODIMAT S.A.,TERMINAL OMNIBUS,Suministro 2457/2024
2024,2286,12-04-2024,120000.0,PACHECO SERGIO HECTOR,INTENDENCIA,Suministro 2639/2024
2024,2289,12-04-2024,687000.0,AQUALIFE,JEFATURA DE GABINETE Y GOBIERNO,Suministro 2454/2024
2024,2363,18-04-2024,80392.0,CELSIUS COMERCIAL,NO USAR-DELEGACION SESQUICENTENARIO,Suministro 2585/2024
2024,2892,08-05-2024,267014.18,CODIMAT S.A.,MUSEO DE ARTE CONTEMPORANEO,Suministro 3077/2024
2024,3001,15-05-2024,281091.24,KBYTE COMPUTACION,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 836/2024
2024,5913,29-08-2024,2720000.0,ARTIGAS,NO USAR-DELEGACION NOROESTE,Suministro 6390/2024
2024,6056,30-08-2024,1468418.0,CARRASCO AVILA EMANUEL ARIEL,HOGAR DE NIÑOS Y NIÑAS PEUMAYEN,Suministro 5619/2024
2024,6067,30-08-2024,2596000.0,GUINEL LEANDRO ESTEBAN,DEP. VIALIDAD,Suministro 6174/2024
2024,6068,30-08-2024,2596000.0,VOGEL ADRIAN MANUEL,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 6264/2024
2024,6195,30-08-2024,280896.0,KATZ SERGIO LEONARDO,INSTITUTO CULTURAL MUNICIPAL,Suministro 6497/2024
2024,6254,03-09-2024,15663.6,HIPERTEHUELCHE,DIVISION DE ACCESIBILIDAD E INLCUSION,Suministro 5850/2024
2024,6337,06-09-2024,144600.0,PAREDES NEUMATICOS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5964/2024
2024,6339,06-09-2024,610000.0,OLEOHIDRAULICA ELOY J COLANTONIO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5964/2024
2024,6675,23-09-2024,3100139.82,COOP DE TRABAJO VILLA SERRA Y TALLERES LTDA.,DEP. VIALIDAD,Suministro 190/2024
2024,6684,24-09-2024,53371.44,COOPERATIVA DE TRABAJO NOROESTE LIMITADA,"AGENCIA DE SALUD, DES SOCIAL, AMBIENTE Y HABITAT",Suministro 7085/2024
2024,6687,24-09-2024,262000.0,TORNERIA MECANICA FURIA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5151/2024
2024,6689,24-09-2024,3553210.0,MTA ELASTICOS S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5151/2024
2024,7568,24-10-2024,826713.0,KBYTE COMPUTACION,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 7651/2024
2024,7679,29-10-2024,42247.12,CODIMAT S.A.,DEPARTAMENTO CEMENTERIO,Suministro 7756/2024
2024,7690,29-10-2024,2176891.0,DISPROAL,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 4619/2024
2024,7691,29-10-2024,2175095.0,PROQUIM BAHIA SRL,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 4619/2024
2024,7694,29-10-2024,637700.0,LA ILUSION,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 4619/2024
2024,7918,07-11-2024,630000.0,PLUSMAR,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 7958/2024
2024,7919,07-11-2024,500000.0,CARRASCOSA LUCAS MARTIN,INSTITUTO CULTURAL MUNICIPAL,Suministro 8000/2024
2024,8081,19-11-2024,312000.0,REPUESTOS TATO,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 8101/2024
2024,1802,26-03-2024,105000.0,ASI SE HABLA - RADIO,H.C.D.,Suministro 2115/2024
2024,48,10-01-2024,311357.2,COOPERATIVA DE TRABAJO NOROESTE LIMITADA,DIRECCION GENERAL DE CULTURA,Suministro 139/2024
2024,743,28-02-2024,1680000.0,FUNS,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 202/2024
2024,746,28-02-2024,117600.0,FUNS,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 259/2024
2024,747,28-02-2024,4846739.95,ELECTROMECANICA R.I.,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 169/2024
2024,781,28-02-2024,287335.5,MAS ELECTRICIDAD E ILUMINACION,DEP. ELECTRICIDAD Y MECANICA,Suministro 137/2024
2024,1032,29-02-2024,1032000.0,MAIDA FANNY EDITH,DIVISION DESARROLLO SOCIAL,Suministro 1269/2024
2024,1132,29-02-2024,1032000.0,PELLEGRINO ROCIO,SEC. DE POLITICAS SOCIALES Y FORT COMUNITARIO,Suministro 1458/2024
2024,1168,29-02-2024,345000.0,JUAREZ SILVINA BELEN,INTENDENCIA,Suministro 1716/2024
2024,1307,05-03-2024,315000.0,HIDRAULICA DON BOSCO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 1291/2024
2024,1343,07-03-2024,303411.66,MICSER S.R.L.,DEP. PROYECTOS Y OBRAS,Suministro 361/2024
2024,1364,07-03-2024,1200000.0,CAMPELO FERNANDO DAVID,JEFATURA DE GABINETE Y GOBIERNO,Suministro 1127/2024
2024,1383,08-03-2024,246103.2,LA MOLIENDA,DIRECCION GENERAL DE CULTURA,Suministro 1368/2024
2024,1397,11-03-2024,300000.0,PAMPIN MAURO MANUEL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 1579/2024
2024,1403,11-03-2024,320270.0,ENCENDIDOS PABLO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 1562/2024
2024,4557,04-07-2024,394500.0,FERREIRA SPORT,INSTITUTO DEL DEPORTE,Suministro 3170/2024
2024,2247,12-04-2024,6822274.87,CORREO OFICIAL DE LA REPUBLICA ARGENTINA S.A.,TRIBUNAL DE FALTAS,Suministro 2263/2024
2024,2248,12-04-2024,1845550.0,EL BAHIENSE,INSTITUTO DEL DEPORTE,Suministro 2013/2024
2024,2288,12-04-2024,5481.0,KBYTE COMPUTACION,INTENDENCIA,Suministro 2630/2024
2024,2454,24-04-2024,11461110.0,ESTACION DE SERVICIO PILMAYQUEN,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 2237/2024
2024,2802,06-05-2024,199300.0,LA CABAÑA,DIRECCION GENERAL DE EDUCACION,Suministro 2609/2024
2024,2804,06-05-2024,1136026.0,SUPERMERCADO LA BANDERITA BAHIA S.A.,DIRECCION GENERAL DE EDUCACION,Suministro 2609/2024
2024,3661,31-05-2024,2250000.0,ABRATI DANIEL EDUARDO,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 3527/2024
2024,3666,31-05-2024,1031250.0,DI PASCUALE CAMILA MERCEDES,COORD. PROGRAMA ENVION,Suministro 3561/2024
2024,3726,31-05-2024,135000.0,RUSSI JOSEFINA,PEQUEÑOS HOGARES - HOGAR SUST.,Suministro 3584/2024
2024,3747,31-05-2024,1290000.0,PELLEGRINO ROCIO,DIRECCION GRAL. DE POLITICAS SOCIALES,Suministro 3666/2024
2024,4021,10-06-2024,623854700.0,AGROPECUARIA AGROMAX S.A.,SUBSECRETARIA DE MANTENIMIENTO,Suministro 1511/2024
2024,4135,14-06-2024,2934355.2,DROGUERIA DEL SUD S.A.,SISTEMA DE AMAS EXTERNAS,Suministro 4496/2024
2024,4138,14-06-2024,1040780.0,VIVERO PALIHUE SRL,DIVISION DE ACCESIBILIDAD E INLCUSION,Suministro 4413/2024
2024,4139,14-06-2024,859400.0,CASTRO ANDREA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 4426/2024
2024,4141,14-06-2024,192600.0,ASOCIACION CIVIL UNION DE MUSICOS DEL SUR,INSTITUTO CULTURAL MUNICIPAL,Suministro 4595/2024
2024,4342,28-06-2024,3049200.0,CALMEN BAHIA S.R.L.,DEP. DE LOGISTICA Y MANT. URBANO,Suministro 4678/2024
2024,115,17-01-2024,2243904.0,COOPERATIVA AGRICOLA GANADERA E INDUSTRIAL SOMBRA DE TORO LIMITADA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 100/2024
2024,121,17-01-2024,150766.0,ECOBAHIA S.A.,INSTITUTO CULTURAL MUNICIPAL,Suministro 302/2024
2024,3262,27-05-2024,516000.0,MW PRODUCCIONES,INTENDENCIA,Suministro 4010/2024
2024,3273,27-05-2024,595200.0,FINAL CONTENIDOS S.A.,INTENDENCIA,Suministro 4080/2024
2024,3277,27-05-2024,1108200.0,ASESOR.AR,INTENDENCIA,Suministro 3838/2024
2024,4416,28-06-2024,852253.42,GOMEZ MONICA VANESA,CASA DE ABRIGO II,Suministro 4427/2024
2024,569,19-02-2024,730798.0,LIBRERIA DEL COLEGIO,ALMACEN DE COMPRAS,Suministro 649/2024
2024,578,19-02-2024,1196000.0,ALVAREZ NEUMATICOS S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 95/2024
2024,580,19-02-2024,1410000.0,ALVAREZ NEUMATICOS S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 314/2024
2024,4918,23-07-2024,45642.99,DISTRIBUIDORA ARCOS S.A.,DIRECCION GENERAL DE EDUCACION,Suministro 4992/2024
2024,4714,12-07-2024,751000.0,REX AGENCIA DE PUBLICIDAD S.R.L.,INTENDENCIA,Suministro 5122/2024
2024,5390,12-08-2024,20328000.0,FIORAMO S.A.,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 4615/2024
2024,5395,12-08-2024,3950971.38,PROBRAS BAHIA S.R.L.,DEP. PROYECTOS Y OBRAS,Suministro 5021/2024
2024,5573,21-08-2024,2000000000.0,INGENIERIA Y ARQUITECTURA SRL,SUBSECRETARIA DE AMBIENTE,Suministro 5591/2024
2024,597,20-02-2024,2500000.0,ELECTROMECANICA VALSOL S.R.L.,DPTO. ALUMBRADO Y SEMAFORIZACION ESPACIOS PUBLICOS,Suministro 371/2024
2024,1915,27-03-2024,900000.0,RADIO 10,H.C.D.,Suministro 2148/2024
2024,4026,10-06-2024,119760.0,LA ILUSION,DIRECCION GENERAL DE EDUCACION,Suministro 3600/2024
2024,4551,03-07-2024,5180000.0,FRITZ SERGIO ANIBAL,NO USAR-DELEGACION NOROESTE,Suministro 1991/2024
2024,7209,08-10-2024,76500.0,MARTINEZ GAMBINO INDUSTRIAL S.R.L.,NO USAR-DELEGACION GRAL. DANIEL CERRI,Suministro 7453/2024
2024,8083,19-11-2024,112852.1,AÑOS LUZ,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 8055/2024
2024,8094,19-11-2024,419746.0,PINTURERIA FERNANDEZ,TEATRO MUNICIPAL,Suministro 8096/2024
2024,8096,19-11-2024,5392300.0,ALVAREZ NEUMATICOS S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5081/2024
2024,7225,08-10-2024,4297495.0,DINAMED BAHIA S.R.L.,SEC. DE SALUD,Suministro 4479/2024
2024,9022,26-12-2024,2415000.0,IMPRENTA FIORE,TRIBUNAL DE FALTAS,Suministro 8959/2024
2024,8434,03-12-2024,108000.0,SUPERMERCADO LA BANDERITA BAHIA S.A.,SEC. DE POLITICAS SOCIALES Y FORT COMUNITARIO,Suministro 8703/2024
2024,8830,17-12-2024,730000.0,ALVAREZ NEUMATICOS S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 8013/2024
2024,8831,17-12-2024,1515000.0,ALVAREZ NEUMATICOS S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 8038/2024
2024,8838,17-12-2024,349870.0,COOPERATIVA ANGEL G BORLENGHI LTDA,NO USAR-SECRETARIA DE PLANEAMIENTO URBANO,Suministro 8736/2024
2024,111,17-01-2024,625920.0,BANDERAS BAHIA BLANCA,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 231/2024
2024,2484,25-04-2024,1791266.0,CASA BLANCO S.A.,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 2776/2024
2024,5186,01-08-2024,310000.0,EMBRAGUES LEMA,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 5043/2024
2024,6640,19-09-2024,1240149.45,AÑOS LUZ,DPTO. ALUMBRADO Y SEMAFORIZACION ESPACIOS PUBLICOS,Suministro 6566/2024
2024,7829,05-11-2024,1592500.5,BEVILACQUA FLAVIO,JEFATURA DE GABINETE Y GOBIERNO,Suministro 7973/2024
2024,660,22-02-2024,108600.0,FARMACIA DI NUCCI,DIVISION DE ACCESIBILIDAD E INLCUSION,Suministro 1112/2024
